Date,Close,Volume
2022-09-27,67.16999816894531,94871800
2022-09-28,68.36000061035156,72389500
2022-09-29,64.13999938964844,102552400
2022-09-30,63.36000061035156,81664100
2022-10-03,66.11000061035156,83841600
2022-10-04,67.9000015258789,77160500
2022-10-05,67.94000244140625,87127400
2022-10-06,67.8499984741211,98325900
2022-10-07,58.439998626708984,163786300
2022-10-10,57.810001373291016,112241800
2022-10-11,57.630001068115234,114054800
2022-10-12,57.849998474121094,89264200
2022-10-13,58.939998626708984,131159800
2022-10-14,55.939998626708984,96959300
2022-10-17,57.959999084472656,76977600
2022-10-18,57.91999816894531,103064500
2022-10-19,57.22999954223633,75704800
2022-10-20,57.77000045776367,79552600
2022-10-21,58.81999969482422,95366400
2022-10-24,58.70000076293945,76305400
2022-10-25,61.470001220703125,85501900
2022-10-26,59.72999954223633,79761600
2022-10-27,58.599998474121094,83871400
2022-10-28,62.0099983215332,78198600
2022-10-31,60.060001373291016,73274100
2022-11-01,59.65999984741211,83806700
2022-11-02,58.630001068115234,142669400
2022-11-03,60.11000061035156,95279900
2022-11-04,62.189998626708984,84791300
2022-11-07,63.08000183105469,62722500
2022-11-08,63.849998474121094,75938000
2022-11-09,59.91999816894531,62940300
2022-11-10,68.47000122070312,107996300
2022-11-11,72.37000274658203,111709500
2022-11-14,73.52999877929688,108892800
2022-11-15,76.37000274658203,108946300
2022-11-16,72.69999694824219,79968000
2022-11-17,73.9000015258789,82320800
2022-11-18,73.56999969482422,73223200
2022-11-21,72.45999908447266,51536300
2022-11-22,75.25,55450200
2022-11-23,76.4000015258789,81623600
2022-11-25,75.13999938964844,26018900
2022-11-28,73.19000244140625,45383800
2022-11-29,73.38999938964844,51846400
2022-11-30,77.62999725341797,88468400
2022-12-01,77.4800033569336,59833400
2022-12-02,74.9800033569336,64377200
2022-12-05,73.62000274658203,47022200
2022-12-06,70.2699966430664,64965200
2022-12-07,70.13999938964844,59180100
2022-12-08,70.47000122070312,56734100
2022-12-09,68.58999633789062,59058300
2022-12-12,70.66999816894531,60968300
2022-12-13,71.6500015258789,72458000
2022-12-14,68.93000030517578,67278000
2022-12-15,66.52999877929688,58557000
2022-12-16,65.41000366210938,62438600
2022-12-19,64.58999633789062,46246900
2022-12-20,65.05000305175781,52431300
2022-12-21,67.68000030517578,44167600
2022-12-22,63.86000061035156,73917700
2022-12-23,64.5199966430664,45923000
2022-12-27,63.27000045776367,36086000
2022-12-28,62.56999969482422,39526500
2022-12-29,64.81999969482422,41428500
2022-12-30,64.7699966430664,37127000
2023-01-03,64.0199966430664,46851800
2023-01-04,64.66000366210938,47477100
2023-01-05,62.33000183105469,46159500
2023-01-06,63.959999084472656,70161300
2023-01-09,67.23999786376953,69741300
2023-01-10,68.05000305175781,41149600
2023-01-11,69.05999755859375,44470100
2023-01-12,70.80000305175781,70066200
2023-01-13,71.0,45757400
2023-01-17,71.58999633789062,42621300
2023-01-18,70.52999877929688,39538700
2023-01-19,67.70999908447266,47189900
2023-01-20,70.06999969482422,47757600
2023-01-23,76.52999877929688,84293200
2023-01-24,74.69999694824219,60822600
2023-01-25,74.91000366210938,49932600
2023-01-26,75.16000366210938,49583900
2023-01-27,75.4000015258789,58118600
2023-01-30,72.44999694824219,48105200
2023-01-31,75.1500015258789,71669100
2023-02-01,84.63999938964844,152548200
2023-02-02,88.30999755859375,97762100
2023-02-03,86.08999633789062,66557800
2023-02-06,83.68000030517578,53008900
2023-02-07,85.91000366210938,65291900
2023-02-08,84.69000244140625,54140400
2023-02-09,83.20999908447266,46525400
2023-02-10,81.4800033569336,49332600
2023-02-13,83.12999725341797,45400000
2023-02-14,85.94999694824219,55979700
2023-02-15,85.18000030517578,46430200
2023-02-16,80.08000183105469,57755200
2023-02-17,78.5,47826600
2023-02-21,76.7699966430664,44045600
2023-02-22,76.61000061035156,50286800
2023-02-23,79.75,76391300
2023-02-24,78.08999633789062,46700000
2023-02-27,78.7699966430664,45617300
2023-02-28,78.58000183105469,44220100
2023-03-01,78.29000091552734,44266000
2023-03-02,80.44000244140625,60108600
2023-03-03,81.5199966430664,54536200
2023-03-06,81.16000366210938,54541300
2023-03-07,82.11000061035156,70959000
2023-03-08,85.37000274658203,69529800
2023-03-09,84.02999877929688,79496700
2023-03-10,82.66999816894531,70273600
2023-03-13,82.01000213623047,65269100
2023-03-14,87.44999694824219,66616300
2023-03-15,89.68000030517578,86177400
2023-03-16,96.5999984741211,115839200
2023-03-17,97.83999633789062,94080800
2023-03-20,96.80999755859375,92008900
2023-03-21,95.93000030517578,85285300
2023-03-22,97.58000183105469,110816300
2023-03-23,100.27999877929688,84088900
2023-03-24,97.94999694824219,64712400
2023-03-27,96.61000061035156,57461400
2023-03-28,94.55999755859375,59150100
2023-03-29,96.08999633789062,55326000
2023-03-30,97.87999725341797,59678500
2023-03-31,98.01000213623047,55861100
2023-04-03,96.55999755859375,50655300
2023-04-04,95.87000274658203,43195900
2023-04-05,92.55999755859375,52979300
2023-04-06,92.47000122070312,47778400
2023-04-10,95.4800033569336,52536300
2023-04-11,94.02999877929688,51935800
2023-04-12,92.33000183105469,53383100
2023-04-13,92.08999633789062,40572500
2023-04-14,91.75,38734800
2023-04-17,89.87000274658203,47250800
2023-04-18,89.77999877929688,46246300
2023-04-19,89.94000244140625,37344500
2023-04-20,90.11000061035156,47082700
2023-04-21,88.43000030517578,41118300
2023-04-24,87.56999969482422,40423800
2023-04-25,83.80000305175781,52771500
2023-04-26,85.94000244140625,47786600
2023-04-27,87.44000244140625,53087200
2023-04-28,89.37000274658203,50686100
2023-05-01,89.69000244140625,59358700
2023-05-02,89.91000366210938,70483500
2023-05-03,81.62000274658203,109482200
2023-05-04,86.61000061035156,122840500
2023-05-05,89.83999633789062,78491100
2023-05-08,95.04000091552734,95503200
2023-05-09,95.05999755859375,68674800
2023-05-10,97.0199966430664,95619500
2023-05-11,97.0999984741211,57061000
2023-05-12,95.26000213623047,53829700
2023-05-15,97.4000015258789,51749200
2023-05-16,101.4800033569336,90622900
2023-05-17,103.75,75240900
2023-05-18,107.93000030517578,74338700
2023-05-19,105.81999969482422,67880200
2023-05-22,108.0,65424200
2023-05-23,108.12000274658203,73099100
2023-05-24,108.2699966430664,65910500
2023-05-25,120.3499984741211,108514700
2023-05-26,127.02999877929688,92922800
2023-05-30,125.2699966430664,98902300
2023-05-31,118.20999908447266,87552200
2023-06-01,119.47000122070312,66032900
2023-06-02,117.86000061035156,52382400
2023-06-05,117.93000030517578,52602900
2023-06-06,124.2300033569336,75257500
2023-06-07,117.83000183105469,81755200
2023-06-08,121.05000305175781,65246900
2023-06-09,124.91999816894531,75105000
2023-06-12,129.19000244140625,85394700
2023-06-13,124.52999877929688,132461900
2023-06-14,127.33000183105469,95888100
2023-06-15,124.23999786376953,85587100
2023-06-16,120.08000183105469,82007100
2023-06-20,118.93000030517578,58851800
2023-06-21,112.11000061035156,82835600
2023-06-22,110.69999694824219,70754800
2023-06-23,110.01000213623047,73622000
2023-06-26,107.51000213623047,68557000
2023-06-27,110.38999938964844,59381600
2023-06-28,110.16999816894531,67534100
2023-06-29,111.23999786376953,58347200
2023-06-30,113.91000366210938,53378800
2023-07-03,115.81999969482422,31860000
2023-07-05,113.94999694824219,49501600
2023-07-06,113.4800033569336,42342000
2023-07-07,113.16999816894531,37211300
2023-07-10,113.58000183105469,49330200
2023-07-11,111.31999969482422,59899500
2023-07-12,114.58000183105469,57993100
2023-07-13,115.91999816894531,49206700
2023-07-14,115.94000244140625,91927200
2023-07-17,118.31999969482422,68593300
2023-07-18,117.93000030517578,57980100
2023-07-19,116.43000030517578,70363100
2023-07-20,110.25,76340400
2023-07-21,110.94999694824219,76815400
2023-07-24,110.61000061035156,45583600
2023-07-25,113.0,44916300
2023-07-26,110.08999633789062,51721700
